,unique_date,id,created_at,text,fav,RT,date
2017-05-14,2017-05-14,,,,,,
2017-05-15,2017-05-15,8.641620764403098e+17,2017-05-15 16:54:29,#Palestine May Launch Its Own Cryptocurrency as Sovereign Legal Tender https://t.co/juMrvM0ikn  #Israel #cryptocurrency  #blockchain,29.0,31.0,2017-05-15
2017-05-16,2017-05-16,8.64603702115672e+17,2017-05-16 22:09:20,Four Quick Questions and Answers About Ransomware and #Bitcoin https://t.co/WTjhwBxJPt #WannaCry #wannacrypt https://t.co/ObFVYO5UA5,13.0,15.0,2017-05-16
2017-05-17,2017-05-17,8.649579532621783e+17,2017-05-17 21:37:00,ICYMI: Norwegian Bank Grants Access to #Bitcoin Investments Through Online Banking https://t.co/NUbU8NWJON #norway #cryptocurrency #fintech,26.0,31.0,2017-05-17
2017-05-18,2017-05-18,8.651175898858004e+17,2017-05-18 08:11:21,ビットコイン 今日の相場・戦略　2017年5月18日 - https://t.co/v81OZKEMM6 #ビットコイン https://t.co/Pwji1ILzYC,2.0,0.0,2017-05-18
2017-05-19,2017-05-19,8.653672544348037e+17,2017-05-19 00:43:25,Bitmain May Be Infringing on the AsicBoost Patent After All https://t.co/i46E5pKlOG #bitcoin #mining #ASICBOOST #blockchain,76.0,59.0,2017-05-19
2017-05-20,2017-05-20,8.65920544381784e+17,2017-05-20 13:22:00,University Student Involvement Supports Australia’s Booming #Blockchain Community https://t.co/Eh4ZF9rhHN… https://t.co/Uz5bwqoFqW,11.0,14.0,2017-05-20
2017-05-21,2017-05-21,8.663393262669455e+17,2017-05-21 17:06:05,Trending now: From the archives - Ross Ulbricht Reflects on Life in Prison; New Proof of Evidence-Tampering https://t.co/s1bDuXGLLF #Bitcoin,29.0,26.0,2017-05-21
2017-05-22,2017-05-22,8.667672489790464e+17,2017-05-22 21:26:30,Op Ed: How One Investor Is Riding the #Cryptocurrency Token Wave https://t.co/O8eBATM3ew #blockchain @blockchaincap… https://t.co/23DmNHhGQ7,16.0,10.0,2017-05-22
2017-05-23,2017-05-23,8.66995378989781e+17,2017-05-23 12:33:01,ShapeShift Introduces Prism's Trustless #Crypto Asset Portfolios https://t.co/RGSWFSxP1I @ShapeShift_io #prism… https://t.co/HgFCUkDmTH,24.0,29.0,2017-05-23
2017-05-24,2017-05-24,8.67489134683861e+17,2017-05-24 21:15:01,Qtum’s Block Size Limit Will Be Governed by Smart Contracts: Here’s How https://t.co/I3EtJXppQM @QtumOfficial… https://t.co/at0NaIvfcv,9.0,7.0,2017-05-24
2017-05-25,2017-05-25,8.678282298554737e+17,2017-05-25 19:42:28,Social Messaging App @Kik Will Bring #Crypto Tokens to Teen Market https://t.co/YDPEq9tkT2 #cryptocurrencies… https://t.co/LaeL3fK97W,14.0,10.0,2017-05-25
2017-05-26,2017-05-26,8.682038172334694e+17,2017-05-26 20:34:55,Vinny Lingham Embarks on #Identity Management Quest With Civic @civickey https://t.co/uDHV1p6klj #security… https://t.co/sW8ty5yFql,10.0,15.0,2017-05-26
2017-05-27,2017-05-27,,,,,,
2017-05-28,2017-05-28,,,,,,
2017-05-29,2017-05-29,8.69280031016706e+17,2017-05-29 19:51:24,Bolivian Authorities Arrest 60 ‘Cryptocurrency Promoters’ https://t.co/AvXf6VcMKQ #bolivia #bitcoin #cryptocurrency… https://t.co/dhPLDoDE5Q,39.0,46.0,2017-05-29
2017-05-30,2017-05-30,8.696237460337459e+17,2017-05-30 18:37:12,How to Hold Bitcoin in an IRA and Why It’s Still Not Easy https://t.co/hyfhiTOwky #bitcoin #fintech #investing,11.0,9.0,2017-05-30
2017-05-31,2017-05-31,8.699810851525878e+17,2017-05-31 18:17:08,A Bitcoin Beginner’s Guide to Surviving the BIP 148 UASF https://t.co/pkcByaoezp #UASF #blockchain #bitcoin #cryptocurrencies,255.0,229.0,2017-05-31
2017-06-01,2017-06-01,8.70297335028437e+17,2017-06-01 15:13:48,Bitcoin Price Analysis: Best Month Finishes With Potential for Bigger Highs (and Lows) https://t.co/Fw6CSFykmH #bitcoin #bitcoinprice,26.0,24.0,2017-06-01
2017-06-02,2017-06-02,8.707492721485087e+17,2017-06-02 21:09:38,"ICYMI: Survey: Malaysians Warm Up to Cryptocurrencies, #Bitcoin Remains Favorite https://t.co/hBEiCus0gR #cryptocurrency #Malaysia #fintech",10.0,11.0,2017-06-02
2017-06-03,2017-06-03,8.707939542451364e+17,2017-06-03 00:07:11,This Month on Bitcoin Magazine: Welcome to the Age of ICOs https://t.co/A3nEIXMowr  #ICO #ethereum #bitcoin #qtum #blockchain #investing,32.0,18.0,2017-06-03
2017-06-04,2017-06-04,,,,,,
2017-06-05,2017-06-05,8.717274010589348e+17,2017-06-05 13:56:22,Check out our latest cover story: Welcome to the Age of #ICOs https://t.co/A3nEIXMowr #bitcoin #blockchain #investing #cryptocurrencies,26.0,21.0,2017-06-05
2017-06-06,2017-06-06,8.719401837673472e+17,2017-06-06 04:01:54,Price Analysis: #Cryptocurrencies Hit $100 Billion Market Cap as #Bitcoin Reaches for New Highs https://t.co/IZBPUxLevP #trading,54.0,59.0,2017-06-06
2017-06-07,2017-06-07,8.725623798963569e+17,2017-06-07 21:14:17,Watch: How #Blockchain Tech Can Go Mainstream: MoneyConf Madrid 2017 https://t.co/xdjJ511BVV #moneyconf2017 #fintech @jonmatonis,24.0,25.0,2017-06-07
2017-06-08,2017-06-08,8.729243080830198e+17,2017-06-08 21:12:27,"Interview: Vitalik Buterin on Scaling #Ethereum, Its Popularity in Asia and ICOs https://t.co/fKzP0pSHje… https://t.co/SVyYcSyc4k",141.0,139.0,2017-06-08
2017-06-09,2017-06-09,8.731541773582336e+17,2017-06-09 12:25:52,"ICYMI: Interview w/ Vitalik Buterin on Scaling #Ethereum, Its Popularity in Asia and ICOs https://t.co/fKzP0pSHje… https://t.co/SX9M6hwr5l",28.0,26.0,2017-06-09
2017-06-10,2017-06-10,8.735240543173059e+17,2017-06-10 12:55:38,"Coin Center to Congress: Give Blockchain Developers ""Safe Harbor"" https://t.co/dbyNchdfbA #bitcoin #blockchain",25.0,35.0,2017-06-10
2017-06-11,2017-06-11,,,,,,
2017-06-12,2017-06-12,8.742865572970783e+17,2017-06-12 15:25:33,"""The Future Is Here"": Singapore Tokenizes Fiat Currency on the Blockchain https://t.co/VCZ23NKY84 #Singapore #blockchain #fintech",39.0,43.0,2017-06-12
2017-06-13,2017-06-13,8.74705614450176e+17,2017-06-13 19:10:44,Nevada Takes a Chance on Pro-Blockchain Legislation https://t.co/lm25CjvNvv #blockchain #Nevada #regulation #bitcoin #tech #cryptocurrency,23.0,18.0,2017-06-13
2017-06-14,2017-06-14,8.750375946938409e+17,2017-06-14 17:09:54,Could #Switzerland Become Home to First-Ever Crypto ETF? https://t.co/qZD5Cy21jn #ETFs #cryptocurrency #bitcoin #ether #Litecoin #fintech,45.0,44.0,2017-06-14
2017-06-15,2017-06-15,8.753558598445179e+17,2017-06-15 14:14:34,ICYMI: Bitmain Responds to #UASF With Another Bitcoin Hard Fork Announcement https://t.co/b9SOSU6C8F #bitmain #bitcoin #blockchain,14.0,21.0,2017-06-15
2017-06-16,2017-06-16,8.758356609213399e+17,2017-06-16 22:01:08,Ether Price Analysis: Price Movement Shows Strong Market Value https://t.co/sKtlUzVLac #Ethereum $ETHUSD #cryptocurrencies #trading,58.0,42.0,2017-06-16
2017-06-17,2017-06-17,,,,,,
2017-06-18,2017-06-18,,,,,,
2017-06-19,2017-06-19,8.768882740942234e+17,2017-06-19 19:43:50,Project TITANIUM: The EU’s Plan to Decloak Cryptocurrency https://t.co/fv046Myxhp #titanium #cryptocurrencies #bitcoin #privacy,17.0,21.0,2017-06-19
2017-06-20,2017-06-20,8.77302404718506e+17,2017-06-20 23:09:27,RT @_poetproject: We're happy to announce our integration with @btcmediaorg a leader in both the Digital Media &amp; Bitcoin industries https:/…,0.0,19.0,2017-06-20
2017-06-21,2017-06-21,8.775464593983693e+17,2017-06-21 15:19:14,(Sponsored) @BitKanOfficial Meetup Highlights #OTC Trading in China: https://t.co/zNoEoxctZC,7.0,4.0,2017-06-21
2017-06-22,2017-06-22,8.779204413602365e+17,2017-06-22 16:05:18,Cambodian Central Bank Is Trialing #Blockchain Technology https://t.co/penMvtfMuQ #Banking #cambodia #canada,15.0,11.0,2017-06-22
2017-06-23,2017-06-23,8.78073070212264e+17,2017-06-23 02:11:48,"Antshares Rebrands, Introduces NEO and the New Smart Economy https://t.co/djBfzYr5o6 @antshares $ans #blockchain #China #fintech @Microsoft",37.0,31.0,2017-06-23
2017-06-24,2017-06-24,,,,,,
2017-06-25,2017-06-25,8.788466713330647e+17,2017-06-25 05:25:49,Infographics: Timeline History of Bitcoin Scalability Debate(English ver) - https://t.co/ILFaRcWgrV #ビットコイン https://t.co/jcCP3eemZa,13.0,11.0,2017-06-25
2017-06-26,2017-06-26,8.793633372550922e+17,2017-06-26 15:38:52,"RT @DistLedger: On July 24, lead the conversation on blockchain innovation for global payments, insurance services and supply chain: https:…",0.0,13.0,2017-06-26
2017-06-27,2017-06-27,8.796950837754307e+17,2017-06-27 13:37:06,Bitcoin Price Analysis: Bear Run Shows No Decrease in Momentum https://t.co/zidejqGXvg #bitcoin #price #investing $btcusd,18.0,33.0,2017-06-27
2017-06-28,2017-06-28,8.80085135831511e+17,2017-06-28 15:27:02,"RT @DistLedger: Read part one in our series on driving the future of blockchains, shifting from cars to supercomputers: https://t.co/RAdqrY…",0.0,11.0,2017-06-28
2017-06-29,2017-06-29,8.802347998012662e+17,2017-06-29 01:21:44,RT @Hyperledger: Join us at Distributed Trade in St. Louis on 7/24. @brianbehlendorf will be speaking! https://t.co/ZoJFg4tE5L,0.0,15.0,2017-06-29
2017-06-30,2017-06-30,8.809075625851412e+17,2017-06-30 21:55:04,How a #Bitcoin Whitehat Hacker Helped the FBI Catch a Murderer https://t.co/5DVRAkEAx9 #whitehat,23.0,45.0,2017-06-30
2017-07-01,2017-07-01,,,,,,
2017-07-02,2017-07-02,,,,,,
2017-07-03,2017-07-03,8.819492389717811e+17,2017-07-03 18:54:19,Countdown to SegWit: These Are the Dates to Keep an Eye On https://t.co/PpbhzaeOPN #bitcoin #segwit #segwit2x #blockchain,376.0,377.0,2017-07-03
2017-07-04,2017-07-04,8.822279834356654e+17,2017-07-04 13:21:56,Our new cover story: Countdown to #SegWit: These Are the Dates to Keep an Eye On by @AaronvanW https://t.co/PpbhzaeOPN #bitcoin #segwit2x,36.0,27.0,2017-07-04
2017-07-05,2017-07-05,8.826199701061222e+17,2017-07-05 15:19:33,RT @DistLedger: Here's a preview of what to expect during a Distributed: #Trade panel on #food #supplychain: https://t.co/Dbv2hp9iZN Get yo…,0.0,22.0,2017-07-05
2017-07-06,2017-07-06,8.83020011161387e+17,2017-07-06 17:49:11,RT @DistLedger: How can blockchain technology protect consumer privacy while also ensuring successful ad campaigns?  https://t.co/j1w1zTeEVd,0.0,16.0,2017-07-06
2017-07-07,2017-07-07,8.833893423995535e+17,2017-07-07 18:16:46,RT @Hyperledger: Will we see you at Distributed: Trade later this month in St. Louis? @brianbehlendorf will be keynoting! https://t.co/ZoJF…,0.0,11.0,2017-07-07
2017-07-08,2017-07-08,,,,,,
2017-07-09,2017-07-09,,,,,,
2017-07-10,2017-07-10,8.844413048386806e+17,2017-07-10 15:56:53,"Tick, tick, tick... Countdown to SegWit: These Are the Dates to Keep an Eye Onhttps://t.co/PpbhzaeOPN #bitcoin #segwit2x #segwit #Crypto",19.0,36.0,2017-07-10
2017-07-11,2017-07-11,8.847581221406638e+17,2017-07-11 12:55:48,ICYMI: #Bitcoin Price Analysis: Bear Markets Test Crucial Support Levels https://t.co/mVP2f6BdWa #bitcoinprice $BTC $btcusd #cryptocurrency,12.0,12.0,2017-07-11
2017-07-12,2017-07-12,8.852517988225229e+17,2017-07-12 21:37:30,"ICYMI: #Privacy Project TumbleBit Inches Closer to Release With Tor Integration, New Wallet https://t.co/rSmtF7UB1x #bitcoin #cryptocurrency",21.0,20.0,2017-07-12
2017-07-13,2017-07-13,8.85492852930773e+17,2017-07-13 13:35:22,ICYMI: Got a Coinbase Account &amp; an Opinion on #Bitcoin Scaling? Be Heard on KYCPoll https://t.co/R5N3e79hAJ #segwit #segwit2x #blockchain,14.0,13.0,2017-07-13
2017-07-14,2017-07-14,8.859225392388219e+17,2017-07-14 18:02:47,RT @Hyperledger: We'll be at Distributed: Trade on July 24. @brianbehlendorf will discuss enterprise implementation of blockchain: https://…,0.0,17.0,2017-07-14
2017-07-15,2017-07-15,8.862736033266729e+17,2017-07-15 17:17:47,"ICYMI: #AlphaBayMarket Shut Down by Law Enforcement, Admin Commits Suicide in Jail https://t.co/uGMiCzrnqP #alphabay #Darknet #bitcoin",22.0,16.0,2017-07-15
2017-07-16,2017-07-16,8.863801496457462e+17,2017-07-16 00:21:10,Bitcoin Miners Miss the First BIP 148 “Deadline” https://t.co/vX5xrJ4f6T #bitcoin #BIP148 #scaling #segwit2x #segwit #blockchain,164.0,170.0,2017-07-16
2017-07-17,2017-07-17,8.869865284461855e+17,2017-07-17 16:30:42,RT @AaronvanW: I just added a bunch of updates to our coverstory to better reflect the latest developments. https://t.co/nF87tvZsI3,0.0,44.0,2017-07-17
2017-07-18,2017-07-18,8.873398411842028e+17,2017-07-18 15:54:38,This New Tool Can Help #Bitcoin Users Deal With Stuck Transactions https://t.co/GKrhJhtsdY @SamouraiWallet #blockchain,50.0,43.0,2017-07-18
2017-07-19,2017-07-19,8.87690276512428e+17,2017-07-19 15:07:09,RT @DistLedger: Part four in our series on how #blockchains are changing the #auto industry introduces usage-based #insurance https://t.co/…,0.0,7.0,2017-07-19
2017-07-20,2017-07-20,8.881505500465316e+17,2017-07-20 21:36:06,Hansa Market Taken Down in Global Law Enforcement Operation https://t.co/3eszFhCYqr #Hansa #DOJ #Darknet #AlphaBay #bitcoin,6.0,9.0,2017-07-20
2017-07-21,2017-07-21,8.882082548530995e+17,2017-07-21 01:25:24,BIP 91 Has Activated. Here’s What That Means (and What It Does Not) https://t.co/zrgdzniJla #BIP91 #bitcoin #blockchain #segwit,218.0,216.0,2017-07-21
2017-07-22,2017-07-22,8.88791932780118e+17,2017-07-22 16:04:44,RT @BitPay: Check out @kyletorpey's @BitcoinMagazine interview with BitPay CEO @spair on the current state of #Bitcoin scaling: https://t.c…,0.0,19.0,2017-07-22
2017-07-23,2017-07-23,8.889900383058125e+17,2017-07-23 05:11:56,BIP91がアクティベート、SegWit支持率は97.9%の高止まり - https://t.co/Ir9Gqgcq8V #ビットコイン https://t.co/CP9JuSyw29,64.0,46.0,2017-07-23
2017-07-24,2017-07-24,8.89484644055384e+17,2017-07-24 13:57:19,RT @BitKanOfficial: Welcome to 2017 Blockchain Global Summit! Early Bird Tickets https://t.co/yhO4XjHH73 https://t.co/chTEKQQkVO,0.0,21.0,2017-07-24
2017-07-25,2017-07-25,8.899195515546296e+17,2017-07-25 18:45:29,ICYMI: The Stage Is Set in Stanford for the Next Scaling Bitcoin Workshops #bitcoin #blockchain #cryptocurrency https://t.co/G59V41stjA,18.0,14.0,2017-07-25
2017-07-26,2017-07-26,8.901860830693048e+17,2017-07-26 12:24:35,London Stock Exchange Partners With IBM to Develop Securities Data Blockchain https://t.co/tH7HfpTtPK #blockchain #data @ibm @MediaLSE,74.0,82.0,2017-07-26
2017-07-27,2017-07-27,8.905603069839647e+17,2017-07-27 13:11:37,ICYMI: SEC Weighs In on ICO Tokens as Securities; #Ether Still Labeled “Currency” https://t.co/74SMxr9adv #blockchain #icos #ethereum,30.0,29.0,2017-07-27
2017-07-28,2017-07-28,8.910380497858396e+17,2017-07-28 20:50:00,Investing in #Cryptocurrencies as Securities: An Interview from a #Legal Perspective https://t.co/gK8V2qzMKU #blockchain #ICOS,30.0,33.0,2017-07-28
2017-07-29,2017-07-29,,,,,,
2017-07-30,2017-07-30,,,,,,
2017-07-31,2017-07-31,8.921233763823002e+17,2017-07-31 20:42:42,Op ED: Launching an ICO? Follow This Advice from the SEC https://t.co/oWiDjzozaU via @BitcoinMagazine,6.0,8.0,2017-07-31
2017-08-01,2017-08-01,8.924491543074284e+17,2017-08-01 18:17:13,ICYMI: The Future of “#BitcoinCash:” An Interview with #BitcoinABC lead developer Amaury Séchet https://t.co/O3KIz0dbYX #bitcoin,11.0,5.0,2017-08-01
2017-08-02,2017-08-02,8.928949939244605e+17,2017-08-02 23:48:50,The Birth of $BCH: The First Crazy Days of “Bitcoin Cash” https://t.co/MmJdZMD5ka #bitcoin #BitcoinCash #BitcoinFork #cryptocurrency,38.0,37.0,2017-08-02
2017-08-03,2017-08-03,8.931730260067328e+17,2017-08-03 18:13:38,"RT @BitcoinMagazine: Day 3 of our post-#BitcoinFork LiveBlog, w/ @AaronvanW! Check out the action &amp; get caught up on the news. https://t.co…",0.0,17.0,2017-08-03
2017-08-04,2017-08-04,8.934757917569843e+17,2017-08-04 14:16:43,Just 10 minutes left to participate in our poll! #BitcoinCash or #bcash? Or does it even matter? #bitcoin https://t.co/yihu4ohNvB,10.0,13.0,2017-08-04
2017-08-05,2017-08-05,,,,,,
2017-08-06,2017-08-06,,,,,,
2017-08-07,2017-08-07,8.946289292433162e+17,2017-08-07 18:38:52,Bitcoin Cash or Bcash: What's in a Name? https://t.co/IjoMn85Cpm #bitcoin #BitcoinCash #BCash #cryptocurrencies,33.0,26.0,2017-08-07
2017-08-08,2017-08-08,8.950150726528246e+17,2017-08-08 20:13:16,One final update: Countdown to SegWit: These Are the Dates to (Still) Keep an Eye On https://t.co/PpbhzaeOPN #blockchain #segwit #bitcoin,37.0,45.0,2017-08-08
2017-08-09,2017-08-09,8.9542337195699e+17,2017-08-09 23:15:42,Ether Price Analysis: All Signs Point Onward and Upward https://t.co/uo5O1uFYtF $ETH $ETHUSD #trading #ethereum,56.0,43.0,2017-08-09
2017-08-10,2017-08-10,8.956509088847462e+17,2017-08-10 14:19:51,"Happy Birthday, @smithsonian!  Proud to represent #bitcoin and be a part of your history. https://t.co/ANNN0Ju3dp",70.0,58.0,2017-08-10
2017-08-11,2017-08-11,8.960241220057825e+17,2017-08-11 15:02:52,RT @DistLedger: Can the #blockchain meet the #FDA's tightening  supply chain regulations in #Pharma? https://t.co/9EIxh7cyWr,0.0,31.0,2017-08-11
2017-08-12,2017-08-12,,,,,,
2017-08-13,2017-08-13,,,,,,
2017-08-14,2017-08-14,8.972021057354138e+17,2017-08-14 21:03:45,"Op Ed: #Cryptocurrencies, ICOs and the Untapped Family Office Group https://t.co/KVthhRao4G #investing #ICO",23.0,18.0,2017-08-14
2017-08-15,2017-08-15,8.974717828814602e+17,2017-08-15 14:55:21,Blockstream Satellite: Broadcasting Bitcoin From Space https://t.co/NfCq9ST7Ml #bitcoin #Space @Blockstream #blockchain,211.0,188.0,2017-08-15
2017-08-16,2017-08-16,8.978612575707914e+17,2017-08-16 16:42:59,Crypto Exchange Shapeshift Acquires KeepKey Hardware Wallets https://t.co/8zwTwG5HGZ @ShapeShift_io @bitcoinkeepkey #bitcoin #blockchain,66.0,59.0,2017-08-16
2017-08-17,2017-08-17,8.982395545111552e+17,2017-08-17 17:46:12,RT @DistLedger: How will the #blockchain Change the healthcare systems unique problems?https://t.co/87RrFsw8RC,0.0,28.0,2017-08-17
2017-08-18,2017-08-18,8.986028717924557e+17,2017-08-18 17:49:54,HiddenWallet and Samourai Wallet Join Forces to Make #Bitcoin Private With ZeroLink https://t.co/XMAeQj3zLT @SamouraiWallet #privacy,64.0,47.0,2017-08-18
2017-08-19,2017-08-19,8.989532176979231e+17,2017-08-19 17:02:03,A Bitcoin Social Media Storm Hit BitPay This Week: Here's Why https://t.co/7922orRlXc #bitcoin #segwit2x #segwit,63.0,69.0,2017-08-19
2017-08-20,2017-08-20,,,,,,
2017-08-21,2017-08-21,8.996611456483738e+17,2017-08-21 15:55:06,Gearing up for the #SolarEclipse2017 here at https://t.co/9GIudNGqJn HQ! #bitcoin https://t.co/sTJ3HS0KBD,38.0,10.0,2017-08-21
2017-08-22,2017-08-22,9.000920553340273e+17,2017-08-22 20:27:23,Why #Bcash Mining Shouldn't Affect #Bitcoin Much (But Bitcoin Mining Could Ruin Bcash) https://t.co/fy4P2V70SY #mining $bch $BTC,205.0,158.0,2017-08-22
2017-08-23,2017-08-23,9.004717265843241e+17,2017-08-23 21:36:04,UPDATED: WikiHow Users Can Now Secure Their Online Identities with Civic https://t.co/B1OtK8APMv @civickey @wikiHow #blockchain #IDENTITY,47.0,37.0,2017-08-23
2017-08-24,2017-08-24,9.005473039452283e+17,2017-08-24 02:36:23,The Long Road to @SegWit: How #Bitcoin’s Biggest Protocol Upgrade Became Reality by @AaronvanW https://t.co/sTj5zNfqed #blockchain,40.0,41.0,2017-08-24
2017-08-25,2017-08-25,9.011462666960077e+17,2017-08-25 18:16:27,"Patience, y'all. ""Segregated Witness Activates on #Bitcoin: This is What to Expect"" https://t.co/J99SZM05xC #segwit",41.0,34.0,2017-08-25
2017-08-26,2017-08-26,,,,,,
2017-08-27,2017-08-27,9.018512369573847e+17,2017-08-27 16:57:45,Miners Are Milking #Bcash’s Difficulty Adjustments (and Why This Is a Problem) https://t.co/RZchhi2WiW #bitcoin #BitcoinCash #blockchain,228.0,179.0,2017-08-27
2017-08-28,2017-08-28,9.020860620250726e+17,2017-08-28 08:30:51,IRS、ビットコインキャッシュのハードフォーク税を徴収か　最大43% - https://t.co/osSBku3Kep #ビットコイン https://t.co/cfCC81IOHh,29.0,30.0,2017-08-28
2017-08-29,2017-08-29,9.025719736994857e+17,2017-08-29 16:41:42,RT @DistLedger: Are #blockchains the answer to #journalisms growing problems? https://t.co/5BHG5w5IMv,0.0,17.0,2017-08-29
2017-08-30,2017-08-30,9.030074574291313e+17,2017-08-30 21:32:09,Op Ed: Planning an ICO in Canada? Here are 10 Regulatory Points to Ponder https://t.co/bTceVbPjNP #ICO #blockchain #cryptocurrency #canada,33.0,33.0,2017-08-30
2017-08-31,2017-08-31,9.03266635624194e+17,2017-08-31 14:42:02,ICYMI: Op Ed: Planning an #ICO in Canada? Here are 10 Regulatory Points to Ponder https://t.co/bTceVbPjNP #canada #cryptocurrency #fintech,10.0,10.0,2017-08-31
2017-09-01,2017-09-01,9.036714375459226e+17,2017-09-01 17:30:34,Miners Are Leaving Money on the Table to Mine Bitcoin Cash: This Could Explain Why https://t.co/I9KlL5Xm1J #bitcoin #BitcoinCash #BCash,53.0,43.0,2017-09-01
2017-09-02,2017-09-02,,,,,,
2017-09-03,2017-09-03,,,,,,
2017-09-04,2017-09-04,9.045543710100152e+17,2017-09-04 03:59:02,ビットコイン 今日の相場・戦略　2017年9月4日 - https://t.co/RnuGNb1GCI #ビットコイン https://t.co/7zbfPAw71N,2.0,2.0,2017-09-04
2017-09-05,2017-09-05,9.050265300651745e+17,2017-09-05 11:15:14,Breaking Bitcoin: Paris is Set to Host a New Technical #Bitcoin Conference https://t.co/EK9SsODmy3 @breakingbitcoin… https://t.co/HYnkWvmPK6,102.0,68.0,2017-09-05
2017-09-06,2017-09-06,9.05554507609858e+17,2017-09-06 22:13:13,Ether Price Analysis: China's ICO Ban May Lead to Further Pull-backs https://t.co/FBHxVzSigs $ETHUSD $ETH #ethereum #price #ICOs,34.0,28.0,2017-09-06
2017-09-07,2017-09-07,9.058044483830661e+17,2017-09-07 14:46:24,"RT @adam3us: .@greenaddress was the first mobile wallet to support HW wallets, first with fee-bumping, first 2of2 2FA, first dynamic fees,…",0.0,89.0,2017-09-07
2017-09-08,2017-09-08,9.062693957515469e+17,2017-09-08 21:33:56,ICYMI: Op Ed: China's ICO Ban Is Characteristic — Not Catastrophic. https://t.co/NPo92SNwRW #ICOs #China #cryptocurrency #fintech,46.0,45.0,2017-09-08
2017-09-09,2017-09-09,,,,,,
2017-09-10,2017-09-10,,,,,,
2017-09-11,2017-09-11,9.072517780680663e+17,2017-09-11 14:37:34,RT @DistLedger: How do industries bypass outdated technology? https://t.co/BnUFtjlN5F,0.0,15.0,2017-09-11
2017-09-12,2017-09-12,9.077104063696937e+17,2017-09-12 20:59:59,NO2X: Breaking Bitcoin Shows No Love for the #SegWit2x Hard Fork in Paris https://t.co/8F5UMHtiqR #segwit #bitcoin #no2x,119.0,84.0,2017-09-12
2017-09-13,2017-09-13,9.08110601993429e+17,2017-09-13 23:30:14,GMOのマイニング事業参画、その理由と意義は - https://t.co/KltnwOaK0W #ビットコイン https://t.co/vaLCWhpdO6,58.0,37.0,2017-09-13
2017-09-14,2017-09-14,9.083467608583619e+17,2017-09-14 15:08:38,Bitcoin Core 0.15.0 Released: Here’s What’s New https://t.co/8cndUcKbOr #bitcoin #blockchain,442.0,272.0,2017-09-14
2017-09-15,2017-09-15,9.086814633647596e+17,2017-09-15 13:18:38,ICYMI: Bitcoin Core 0.15.0 Released: Here’s What’s New https://t.co/8cndUcKbOr #bitcoin #blockchain,66.0,49.0,2017-09-15
2017-09-16,2017-09-16,9.08851481138344e+17,2017-09-16 00:34:13,Bitcoin Price Analysis: How Rumblings From #China Play Into Wyckoff Distributions https://t.co/yqtZWXREhS #bitcoin $BTC #bitcoinprice,55.0,61.0,2017-09-16
2017-09-17,2017-09-17,,,,,,
2017-09-18,2017-09-18,9.0988078783044e+17,2017-09-18 20:44:19,Blockchain #Technology Plays a Critical Role in U.S. and International Open Government Initiatives https://t.co/fL7HBatlj8 #blockchain,45.0,56.0,2017-09-18
2017-09-19,2017-09-19,9.102434466062541e+17,2017-09-19 20:45:23,Uncertainty Dominates as #China Continues to Clamp Down on Cryptocurrencies https://t.co/yszUaan2xR #bitcoin #blockchain #cryptocurrencies,67.0,68.0,2017-09-19
2017-09-20,2017-09-20,9.105099931363942e+17,2017-09-20 14:24:33,ICYMI: Uncertainty Dominates as #China Continues to Clamp Down on Cryptocurrencies https://t.co/yszUaan2xR #Crypto #bitcoin #blockchain,32.0,23.0,2017-09-20
2017-09-21,2017-09-21,9.109868038129377e+17,2017-09-21 21:59:14,Op Ed: Four Challenges to Consider When Launching Your Fund Raise on the #Blockchain https://t.co/yEh9Us5pW8 #fintech #ICOs,21.0,25.0,2017-09-21
2017-09-22,2017-09-22,9.112375458743951e+17,2017-09-22 14:35:35,ICYMI -- Op Ed: Lessons From a Cryptocurrency Hack (A PSA) https://t.co/CYvRVnXBsQ #bitcoin #CyberSecurity #cryptocurrencies #blockchain,23.0,21.0,2017-09-22
2017-09-23,2017-09-23,,,,,,
2017-09-24,2017-09-24,,,,,,
2017-09-25,2017-09-25,9.124040176445399e+17,2017-09-25 19:50:44,RT @DavidFBailey: Healthcare market really warming up to #blockchain with 700+ registered for #disthealth! Hope to see you there! Congrats…,0.0,31.0,2017-09-25
2017-09-26,2017-09-26,9.127630224180429e+17,2017-09-26 19:37:17,RT @DistLedger: @DavidFBailey &amp; #BTCMedia's Shanghai team @Westin sunset summit afterparty of #DistHealth day 1. Don't miss day 2! https://…,0.0,10.0,2017-09-26
2017-09-27,2017-09-27,9.13105806534615e+17,2017-09-27 18:19:23,The Curious Case of #Bitcoin’s “Moby Dick” Spam and the Miners That Confirmed It https://t.co/vv9urQlUAc #blockchain,139.0,97.0,2017-09-27
2017-09-28,2017-09-28,9.135310408278876e+17,2017-09-28 22:29:07,Today's #Bitcoin Price Analysis: $BTC Makes New Highs as the Market Tests Historical Support https://t.co/XxIIHO904X $btcusd #bitcoinprice,29.0,21.0,2017-09-28
2017-09-29,2017-09-29,9.137778367119647e+17,2017-09-29 14:49:48,ICYMI - Filling the Demand: #Cryptocurrency Job Postings Set to Triple From 2016 https://t.co/A4HhxRb01a #blockchain #Techjobs @AngelList,44.0,34.0,2017-09-29
2017-09-30,2017-09-30,,,,,,
2017-10-01,2017-10-01,,,,,,
